sourcemmsi,imonumber,callsign,shipname,shiptype,tobow,tostern,tostarboard,toport,eta,draught,destination,mothershipmmsi,t
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443671244
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443671273
212466000,9181481,5BHH4 ,AETHRA ,90,94,0,11,11,05-10 15:00 ,6.2,PIKALLA ,,1443671300
227941000,0,FGCB ,F/V ANTAEUS ,30,19,2,2,3,17-11 09:55 ,3.5,ST GUENOLE FRANCE ,,1443671303
228893000,0,FPNE ,LE COMMODORE ,90,5,10,3,3,00-00 24:60 ,0, ,,1443671312
228211700,0,FMDV ,F/V L ESTRAN ,90,12,11,3,3,00-00 24:60 ,0, ,,1443671323
319070500,9297515,ZGEB8 ,NORDIC SKIER ,80,229,45,24,24,02-10 19:00 ,15,ROTTERDAM ,,1443671328
219927000,9129598,OZZE2 ,ARK FUTURA ,70,133,50,13,12,03-10 07:00 ,5.7,EMDEN ,,1443671330
228293000,0,FHAO ,F/V BARR AVEL ,30,8,8,4,2,00-00 24:60 ,0, ,,1443671344
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443671351
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443671385
228157000,0,FHKI ,F/V EL AMANECER ,96,10,10,4,2,00-00 24:60 ,3.5,DOUARNENEZ ,,1443671406
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443671408
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443671426
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443671466
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443671472
227307000,0,FHCP ,F/V MARIE-LOU ,30,10,9,4,3,00-00 24:60 ,0, ,,1443671480
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443671491
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443671509
227008170,0,FGA2273 ,MOLENEZ ,0,30,7,4,4,01-10 07:50 ,3,OUESSANT ,,1443671515
311153000,9001772,C6WL6 ,POLAR SPIRIT ,80,185,54,25,15,22-09 08:00 ,8.2,BREST ,,1443671518
228929000,0,FGUF ,F/V ADELINE STEPHEN ,30,10,8,3,3,00-00 24:60 ,0, ,,1443671552
228931000,0,FHZW ,F/V CARLA EGLANTINE ,30,10,10,3,2,00-00 24:60 ,3.4,LA TURBALLE ,,1443671560
227574020,0,FGD5859 ,TIBIDY ,60,13,21,5,5,00-00 24:60 ,0, ,,1443671567
228946000,0,FHIH ,F/V AR ZANTEZ ,99,10,10,3,3,00-00 24:60 ,3.4, ,,1443671599
273350190,9598830,UCNO ,NEVA-LEADER 3 ,70,122,18,13,4,16-10 00:00 ,3.6,ROSTOV ON DON ,,1443671600
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443671604
228051000,8617342,FHFO ,SAINT DENIS ,52,8,20,5,4,16-09 07:00 ,4.9,BREST ,,1443671604
227895000,8407175,FNGD ,F/V GRANDE-HERMINE ,90,25,37,7,8,01-10 09:00 ,6,CONCARNEAU ,,1443671607
477845600,9516454,VRNE4 ,COSCO ITALY ,71,142,224,28,24,08-10 20:00 ,12.6,PORT SAID ,,1443671610
228376000,0,FGQJ ,F/V AR MORVRINI ,30,8,8,2,3,00-00 24:60 ,0, ,,1443671614
228374000,0,FHMD ,F/V LE DOLMEN ,30,10,8,4,2,00-00 24:60 ,0,EN PECHE ,,1443671619
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443671634
228186700,9269518,FMAA ,ARGONAUTE ,51,10,60,10,10,25-09 19:20 ,6.4,BREST ,,1443671635
228293000,0,FHAO ,F/V BARR AVEL ,30,8,8,4,2,00-00 24:60 ,0, ,,1443671704
228064900,8304816,FITO ,VN SAPEUR ,51,21,54,10,6,29-09 12:00 ,5.9,RADE DE BREST ,,1443671711
304091000,9509255,V2GU5 ,HC JETTE-MARIT ,70,130,30,18,6,04-09 20:00 ,10.1,BREST ,,1443671744
226263000,9308687,FZTC ,ABEILLE BOURBON ,51,36,44,8,8,31-12 00:00 ,6,SALVAGE TUG ,,1443671767
228157000,0,FHKI ,F/V EL AMANECER ,96,10,10,4,2,00-00 24:60 ,3.5,DOUARNENEZ ,,1443671768
245257000,9148142,PFHD ,EEMS CARRIER ,70,75,9,3,8,30-09 17:00 ,2.7,BREST ,,1443671786
311018500,9410569,C6XP7 ,NORWEGIAN EPIC ,60,47,282,24,16,27-09 10:00 ,9,BREST ,,1443671824
227002330,0,FO4922 ,ANDRE COLIN ,60,15,20,2,5,25-09 10:30 ,1.8,BREST ,,1443671832
227307000,0,FHCP ,F/V MARIE-LOU ,30,10,9,4,3,00-00 24:60 ,0, ,,1443671838
227003050,0,FV5533 ,ENEZ EUSSA 3 ,60,25,20,4,5,29-09 19:50 ,2.8,BREST ,,1443671852
234056000,7703106,GKCT ,VN PARTISAN ,70,20,58,9,6,28-09 14:00 ,5.9,WORKING AREA ,,1443671870
